Batch_ID,Brew_Date,Beer_Style,SKU,Location,Fermentation_Time,Temperature,pH_Level,Gravity,Alcohol_Content,Bitterness,Color,Ingredient_Ratio,Volume_Produced,Total_Sales,Quality_Score,Brewhouse_Efficiency,Loss_During_Brewing,Loss_During_Fermentation,Loss_During_Bottling_Kegging
4122640,2020-05-07 09:39:16,IPA,Bottles,Jayanagar,18,24.801024487671654,4.537650740192943,1.075426181533088,4.602632407276985,31,13,1:0.22:0.23,1610,9143.506756160206,8.627241472079987,80.60554106862756,1.3614881563764483,4.401608163564395,1.558834954224547
2348336,2020-05-07 12:45:51,Ale,Cans,Koramangala,16,20.10321428915265,5.431022318665235,1.0440262051817966,5.606624227769352,33,19,1:0.33:0.28,3702,6260.310528834991,7.072304036953877,86.75072212448703,3.132734894615792,2.8608133621039338,1.225997801640776
5843101,2020-05-07 20:09:48,Sour,Bottles,Yelahanka,11,15.221098692966011,5.150271249395129,1.0635016514261244,5.060613945069946,32,18,1:0.43:0.22,4718,5784.173774867974,9.974624085308673,86.87012708501206,1.7202145515173264,2.3575339451344335,4.272678184586982
784656,2020-05-07 22:58:30,Lager,Bottles,Whitefield,11,20.56047540375083,5.319713681900606,1.0698127442999763,5.246208958126048,52,10,1:0.44:0.21,4196,8401.943598346537,6.484984648645221,71.64353236332101,1.9724114535842898,2.7714418290781024,1.8452985043255161
9100205,2020-05-08 01:20:09,Porter,Bottles,Electronic City,10,23.248925762405598,4.563702120411644,1.068588745519097,5.252577398336895,52,5,1:0.37:0.19,4379,11716.38823514662,6.01921715571255,82.77079151302345,3.7148025748441915,2.4019302038530057,1.6046057499451556
1959333,2020-05-08 05:43:19,Wheat Beer,Cans,Indiranagar,13,18.162014336024395,4.9800169641551,1.0779225734867768,4.572570456905176,40,16,1:0.24:0.27,3618,5159.9357858182975,7.315561450699159,74.87829390745576,3.173881297723881,3.811172132841887,4.1553414730045475
3971209,2020-05-08 16:10:58,Pilsner,Cans,Koramangala,12,15.3944933774444,5.461022716810179,1.052940993794255,4.704804224590085,30,19,1:0.44:0.19,4016,8024.929319562616,9.822650422316183,82.75446945953762,1.6900605639150257,3.8244543242036486,4.580663003517001
9737797,2020-05-08 17:18:29,IPA,Pints,Koramangala,10,16.344439268252682,5.04909694696555,1.0392783252792237,4.877393308591116,43,16,1:0.45:0.28,4883,16099.890399887026,6.532582335636239,89.11158493601577,3.3320160707865307,3.4352335327382777,2.8530734929046457
1903225,2020-05-08 19:51:31,Ale,Kegs,Whitefield,10,23.913884209093247,5.3393519438923995,1.0584713934102585,4.57612809256816,27,11,1:0.41:0.12,3691,19957.10085293673,6.196153837189703,74.55474175618606,1.94954686036604,4.37728491218771,4.738580591274538
9361074,2020-05-08 21:58:50,Lager,Cans,Yelahanka,18,21.85530050018995,5.155148840383335,1.046545517728441,5.549663645178035,37,6,1:0.36:0.24,1300,9769.536392017382,7.153694380961333,87.33267016614893,4.009912245349127,4.887077843811762,4.558216346499419
5365579,2020-05-08 23:14:29,Lager,Cans,Malleswaram,10,23.715537024809407,5.2752013061049565,1.0489467702415733,5.19482657617024,36,16,1:0.35:0.10,4911,14858.683110866696,7.9161579170094125,76.58221669711776,4.017267474788319,2.3244069991226426,4.532661944460449
6950834,2020-05-09 06:36:25,Wheat Beer,Cans,Yelahanka,18,21.9599854787236,5.362114836767735,1.0639032436209466,4.662401039723849,54,13,1:0.41:0.11,1858,13517.692899365371,8.900000520931677,77.41364973652588,2.491701999876629,4.724934284958476,2.8304447469982605
1751039,2020-05-09 09:38:00,Ale,Bottles,Rajajinagar,18,22.83329050694398,5.383094871309211,1.0448962446112764,5.162356721779972,43,7,1:0.36:0.20,2224,11021.473309409961,8.459180693708584,78.09328530640418,4.310283509680777,3.269397895640914,2.031438057061524
3266131,2020-05-09 11:52:21,Wheat Beer,Cans,Marathahalli,11,24.867490802665188,5.351871348493014,1.068168450787758,5.199990898723218,58,19,1:0.37:0.26,1691,12882.228554515195,6.43097790320911,70.779984054874,1.3876261536728616,3.8841521313233653,1.1328351093998634
2186796,2020-05-09 12:03:19,Ale,Kegs,Malleswaram,18,20.76821167278814,4.892897715063697,1.0610898479587185,5.636230772389705,28,13,1:0.45:0.13,4003,7005.211210538111,6.00148984936923,84.63557407101692,1.390338695656642,3.451618576524837,1.3683274717049958
6777401,2020-05-09 19:52:40,IPA,Kegs,Whitefield,14,15.045268317016214,4.609492776201413,1.0534900752929097,4.552959624066052,59,6,1:0.24:0.25,1127,9003.617951411801,6.87253441034448,70.08097399156492,3.829719590772048,3.414835358248803,1.1986073153462784
3308477,2020-05-09 20:11:12,IPA,Pints,Marathahalli,17,15.57580571391028,4.656584752967967,1.072119000281221,5.104450414032852,43,8,1:0.45:0.18,3302,12722.600489667353,6.503296907547241,73.93374302253478,1.4794487891735142,4.4371469011966695,4.1708300235601925
3843991,2020-05-10 00:29:23,IPA,Pints,Rajajinagar,10,21.372322516796892,4.988822703463505,1.0417425221344732,4.51561605368071,32,18,1:0.41:0.22,2702,13385.429949333375,9.366453583808665,76.57072003195859,1.8358625682941958,3.637996476863626,2.9557276419381835
6114910,2020-05-10 12:10:13,Pilsner,Bottles,HSR Layout,10,21.87709778059202,4.73008600808971,1.0565374197920696,5.651277671888263,36,16,1:0.42:0.16,3976,4900.48544357032,8.994002363912518,83.38263424788181,1.8838697115297762,3.955987524909403,2.4628429671358756
4655870,2020-05-10 20:59:01,Pilsner,Kegs,HSR Layout,13,22.522118295285075,5.016984805350246,1.0513149267316484,5.930606128539418,53,13,1:0.24:0.26,2125,14116.853576910487,8.12214083323861,82.3446859077445,4.502879145484284,1.4408179599737316,3.1596213017360886
5140788,2020-05-11 06:23:12,IPA,Bottles,HSR Layout,14,20.009417394885908,5.0167437767699035,1.0422826247935397,4.825693941818628,30,8,1:0.21:0.20,3171,19750.283240057095,6.5578875091139714,72.00376343776557,4.896465094473473,1.959544375835657,4.947664784547674
1671185,2020-05-11 10:42:56,Wheat Beer,Kegs,Koramangala,14,22.803301340388412,4.827039249976364,1.06108166317741,5.903014998713879,57,15,1:0.46:0.22,2166,18661.934575015333,7.082549520593845,72.98059675476308,4.8515400447243895,3.382054181087245,2.1884464578016214
4820041,2020-05-11 11:10:12,IPA,Cans,Koramangala,16,19.755908730271315,4.925387231620595,1.0431776513557127,4.884620191267906,56,15,1:0.30:0.14,587,5056.790850315498,6.918979097544144,81.01969120889112,3.5865431774739074,2.056982890530154,4.299719465699503
1740910,2020-05-11 12:00:59,Pilsner,Kegs,HSR Layout,16,21.478137754931048,5.018118012909797,1.0394722401143717,5.364535420250189,58,11,1:0.39:0.29,2153,4709.488807486239,7.0035878945114085,81.12328335616178,4.2629482524689255,4.957900877622205,2.569606741059491
3824270,2020-05-11 17:57:10,Stout,Cans,Marathahalli,17,24.375890004714524,4.808866823554631,1.048660427378866,5.424865655161826,36,6,1:0.34:0.20,986,13881.301321215271,8.919862494069259,89.20155786847454,4.284695958123458,4.538464164331337,4.164770633848542
581343,2020-05-11 18:53:17,Sour,Pints,Whitefield,14,20.634288312866204,4.5190656664244,1.0610682571848598,4.873487233674964,58,5,1:0.23:0.12,3263,17957.466440998218,8.783062642734606,79.6584966479343,4.619228657263783,4.011365918318187,1.7175801631077747
234754,2020-05-11 21:56:04,Lager,Cans,Jayanagar,11,20.43358938544538,5.277987141786776,1.0617171908551937,5.436895849704707,53,15,1:0.48:0.13,914,3402.5890447049615,7.117175948811544,77.60300276473595,1.1289007846190562,3.0325201069319556,3.164090744133538
2648474,2020-05-12 00:44:56,IPA,Pints,Yelahanka,15,20.38970320580144,5.258469425576952,1.0635956963052708,4.766935260396575,34,19,1:0.25:0.23,1084,9325.897064966446,9.275675602924153,75.79216888271637,2.190594462824415,2.740013043774404,3.1389590447351985
6796130,2020-05-12 07:57:31,Pilsner,Pints,Marathahalli,17,20.990994332229132,4.564283953474073,1.0353099758936697,4.989959307422278,36,6,1:0.50:0.10,4000,16451.875013561883,8.955362105851597,88.42545420829063,2.8685081926616878,4.709673323233567,1.0017601864313534
5648269,2020-05-12 08:43:29,Pilsner,Pints,HSR Layout,19,21.743135875512735,4.676364383853444,1.072687211374666,5.3776146801517815,24,17,1:0.38:0.10,2715,7451.503875877414,8.365675147590347,79.82709070466132,1.840372503283028,4.184388606964768,2.009025774666622
2362476,2020-05-12 12:37:28,Lager,Pints,Marathahalli,12,18.43139380343493,5.016818073305727,1.0795421672882233,5.155186354077138,43,11,1:0.46:0.13,1682,18837.89625034496,6.879407669233171,85.991910558982,4.005624702920513,2.221926775993512,3.6704614351945533
2692952,2020-05-12 16:10:42,Wheat Beer,Bottles,HSR Layout,16,19.467909926658507,5.3819239060557775,1.0747450501655604,5.425851961220865,39,9,1:0.40:0.27,4310,15905.568167965563,7.544334436547766,74.10173028554529,3.5977344083831495,1.1236114215422428,4.059462349212046
1572114,2020-05-12 17:33:58,Pilsner,Bottles,Whitefield,14,22.739723873613592,4.783421189314357,1.04883982617925,4.6381739788546374,29,19,1:0.26:0.29,3653,5742.14434182082,8.835221635298929,72.8743080192303,4.875358613371457,3.380400204089298,4.306564844401243
3106902,2020-05-12 19:30:08,Lager,Cans,Whitefield,15,19.16016403333097,4.651011227151665,1.0661717248467344,5.16070649652421,36,7,1:0.26:0.20,1974,18508.910413243506,6.080106169124139,70.28076108934263,1.6070526623052204,3.768948334337272,2.9256998114059387
4142839,2020-05-13 03:16:36,Ale,Pints,Rajajinagar,10,18.416391623966454,5.128960358117336,1.0465018366637076,5.653698545848081,23,15,1:0.37:0.24,3651,3340.72057069967,8.6763923262404,84.00856077894488,2.940291572482419,3.1678321649522228,3.918630733486069
622240,2020-05-13 06:03:58,Sour,Cans,Malleswaram,19,22.838566686885848,4.516083788226975,1.0396307517045786,5.1373566981950285,48,16,1:0.32:0.26,748,18919.050038677695,6.147781737686369,78.05613881260925,1.100645230270354,3.4651864226180353,2.935150680422092
8573530,2020-05-13 06:46:52,Porter,Pints,Yelahanka,13,20.405955440942694,4.748957512108511,1.0780430164874226,4.52876428924816,30,11,1:0.42:0.16,4665,9908.75118545782,7.528502820269335,71.98769641254268,2.1840434913636204,3.204910921340112,1.0663770683869251
5442889,2020-05-13 08:17:59,Ale,Kegs,Rajajinagar,11,18.290605956898276,4.939609283138498,1.0614716101593877,4.724826685174097,27,5,1:0.38:0.12,3126,13539.54730322856,8.64108756574229,79.8873031464604,2.958272362465937,1.3337504743499484,2.0164766531911202
3531543,2020-05-13 09:32:54,Porter,Kegs,Koramangala,13,19.63194605461984,4.64861262508901,1.0571168368721304,4.539731709334311,50,6,1:0.41:0.29,2187,6646.328403841656,7.129724381670414,83.79747095386125,2.7493924264161165,3.105991922677663,3.829823430336666
6852990,2020-05-13 10:20:54,Stout,Pints,Koramangala,13,21.32046963547366,5.4551636746463625,1.0368769799320707,4.99021633951404,50,14,1:0.21:0.21,4826,15475.939324788553,7.727859793427658,86.09012248569553,2.3340666587994376,1.2518549525320073,2.7611633235748143
6199992,2020-05-13 14:57:43,Wheat Beer,Pints,HSR Layout,16,23.973389081352607,4.844142345906247,1.050240235770819,4.774062951112785,51,19,1:0.41:0.28,771,5840.226110513069,7.100365079193519,78.23350893225825,4.620768900346775,2.8520309601593286,3.6907365598016217
483094,2020-05-13 16:00:20,Lager,Bottles,Malleswaram,18,17.833511538544265,4.925596949745668,1.0667281830558428,4.917092675829187,31,6,1:0.41:0.13,2035,3486.061259855648,7.1763096205975,71.3318185108482,4.7893820340284865,3.450893810368658,4.592472043603587
7682892,2020-05-13 22:38:51,Sour,Bottles,Malleswaram,12,18.497257279667213,4.84885633701742,1.0317312376270817,5.454759374707618,50,7,1:0.31:0.25,2974,17275.010160635124,8.308668337087932,82.57262406360138,3.6953591211955352,4.965296418563467,1.1996957033055429
3149478,2020-05-13 23:52:26,Porter,Bottles,Jayanagar,13,19.545359464933263,4.983171856938796,1.0659305374999941,4.542664166532408,42,7,1:0.25:0.19,1760,13181.769900671265,6.273725080631262,88.59176371410462,1.483316200443511,3.8335108354104293,3.5137374107071784
6393144,2020-05-14 01:09:53,Lager,Cans,Koramangala,13,20.418202517107922,4.572309340582537,1.0569303461546629,5.983903562920197,25,19,1:0.28:0.28,2498,7103.472877485489,9.935458660984136,77.58717811538861,1.952162596485019,1.4031693522301834,1.6434978733836725
5468353,2020-05-14 05:02:00,Lager,Bottles,HSR Layout,18,23.801785179662925,5.217118679986302,1.0752714510826242,4.944208475686237,26,10,1:0.21:0.26,3302,18132.166914025438,6.82842989673819,76.81006769157284,3.743048286130572,3.319640364205532,2.927584480704132
5249161,2020-05-14 15:35:19,Pilsner,Kegs,Indiranagar,12,17.002649317087233,5.358369337614735,1.033828043786964,4.785906989639773,50,7,1:0.49:0.24,4526,10143.261341620824,6.95420803380466,76.80660592678602,4.788784019364783,4.290366768913861,4.231418585825662
1587222,2020-05-14 20:45:43,Pilsner,Cans,Rajajinagar,14,19.67850492167861,5.247405544284479,1.036073757370611,5.473984101164229,50,19,1:0.40:0.21,3457,3155.9603824274013,9.875327863008915,74.79461589545271,2.6225461344732217,1.3139079315593358,1.0761093579832686
6081854,2020-05-14 21:52:42,Wheat Beer,Bottles,Rajajinagar,15,21.317014475188856,5.012500688487467,1.0305358960700455,5.352583519970159,58,18,1:0.35:0.20,3953,19944.652501335786,8.050782862193376,71.28382138791937,2.7555430579310034,4.845688627807958,4.1761612534510135
4040013,2020-05-14 22:16:25,Sour,Bottles,Jayanagar,13,21.173315825477363,4.680395149890218,1.070331537952073,5.707094306182647,52,15,1:0.43:0.20,1313,8914.42744171627,9.527434875968424,86.72211804892173,2.4169759811711953,1.4000746311646957,4.6924339271121305
8570916,2020-05-14 23:52:21,Wheat Beer,Pints,Whitefield,12,17.07471523774978,5.004297774662784,1.0532193876007458,5.982346126809798,43,14,1:0.44:0.16,3815,17820.681411276815,8.532315785586059,73.99758849293583,1.243397938739304,4.2557363730422075,2.872101759376236
3088691,2020-05-15 09:17:08,Ale,Cans,HSR Layout,15,24.091292957810495,5.065819855552264,1.0731549450773994,5.8074745760771025,36,13,1:0.45:0.27,3052,16844.106221805694,9.673299706505583,74.56955467584554,3.844853262705583,3.5732659949632586,2.3941763944563688
6960273,2020-05-15 10:12:22,Sour,Pints,Yelahanka,15,17.27762994484019,4.663190598583766,1.0404079582286152,4.507485054841113,20,8,1:0.42:0.10,683,12299.570339069964,9.181359293639368,86.55275904008647,4.463028406130918,1.3357972475493907,3.3569060080701285
4331490,2020-05-15 12:06:34,Pilsner,Kegs,Yelahanka,16,22.622913646475105,4.603550075524263,1.0729856960233628,4.665827399180268,46,9,1:0.44:0.14,4583,12641.08597675045,6.510816197437318,86.51418074471016,4.383628748213155,2.399266923980242,1.4208619576480608
4497505,2020-05-15 18:19:30,Stout,Kegs,Rajajinagar,12,21.228960570182494,4.858714673375415,1.0303409335664548,5.928483400022353,23,15,1:0.26:0.12,4573,16282.513237781046,6.302707040253818,77.35327453011953,2.4880557242046204,1.983389815818108,2.146575124077344
9455857,2020-05-15 19:33:19,Lager,Pints,Electronic City,10,19.148011333055358,4.877943826632198,1.038456067914888,5.770415607501091,51,17,1:0.46:0.12,4098,17889.858897091093,9.624302901054376,81.09378628996058,3.760744767394842,2.52315710894285,2.188986370126365
603703,2020-05-15 19:41:25,IPA,Bottles,Rajajinagar,18,21.309179988529934,4.519834879881301,1.0423305390076851,4.744505380564704,52,5,1:0.24:0.20,2601,19719.066162510397,9.510234646544644,82.22708192500298,3.4519221364951,4.148812707785317,4.905112299070564
5620078,2020-05-15 21:40:36,Porter,Bottles,Marathahalli,12,16.772418307036205,4.7741352038209275,1.047838684477896,5.204245473011177,22,15,1:0.50:0.23,2093,16951.23644585615,6.648053496450774,88.14833012444669,4.610520258547737,3.6004407846929336,1.3159518508637333
9228327,2020-05-16 04:13:31,Lager,Pints,Whitefield,14,21.812150296273003,5.220666420811896,1.0410163124306628,4.959339663751316,34,14,1:0.45:0.18,2442,17617.277235150774,8.321926888446493,84.84307471196749,2.978288616094531,4.247501059737944,2.3893344896231494
9039367,2020-05-16 09:03:02,Wheat Beer,Pints,Marathahalli,15,17.09698481507487,4.62580317145857,1.0501156268418463,5.282850261599343,25,10,1:0.46:0.21,1228,15089.157270171087,9.424200571128807,71.53938485334193,3.583506368506256,4.424748841985504,4.992718107306153
7628790,2020-05-16 14:50:22,Porter,Pints,Marathahalli,15,16.424009742076315,5.2546018835558765,1.0336300461877275,4.568530754725183,35,14,1:0.22:0.15,4042,10338.335460470922,6.233563688620698,70.68643835185495,1.6572220470285783,4.717200898063631,4.843021619538105
4794061,2020-05-16 14:52:29,IPA,Cans,Jayanagar,14,16.962670226979366,5.057209937330297,1.0564142239339478,5.240185880751664,48,16,1:0.32:0.21,3018,11746.167328756821,9.13741844541846,82.9016777762082,1.9173791964043359,3.8129409865206134,1.4979721407705844
3234104,2020-05-17 00:47:59,Stout,Bottles,Whitefield,19,16.090027554010405,5.099911178959811,1.0502678127436997,5.826689573769469,28,10,1:0.39:0.24,2753,10407.761402503267,6.750610099373274,83.67402711471864,1.7845104550544932,2.4212070994609283,2.212528832443858
5572189,2020-05-17 01:36:40,Stout,Kegs,Indiranagar,10,23.500440436187517,4.848446880939369,1.0445889802130042,4.698059860718007,56,9,1:0.27:0.18,4185,7470.3293143942665,7.308860407862014,79.44904482118089,3.9712857696860584,3.3346391757947056,4.985090357577063
3475354,2020-05-17 07:11:25,IPA,Kegs,Electronic City,11,19.94074877866988,4.642317505269541,1.041756299440573,4.875048764930513,43,15,1:0.23:0.11,1747,1411.7308876381353,6.376558720520851,76.98279032985828,4.626627501275438,1.490628530500493,1.5595271066950684
5608643,2020-05-17 07:46:16,Ale,Kegs,Indiranagar,16,21.437268792438957,5.483715232338239,1.0745058443607387,5.240751825252545,58,9,1:0.35:0.15,3349,7426.291012552892,8.296043889986457,79.97433610260819,1.5442668061714273,3.6465039129859758,3.5389090389245488
2903713,2020-05-17 13:59:49,Ale,Bottles,Malleswaram,13,18.86808009921976,4.76106178777172,1.0453005548007046,5.485385917525028,44,13,1:0.32:0.27,810,4592.003539319865,7.805352281439402,84.90429789399283,2.2193364980052546,2.5803804770543994,2.8859697607078787
4772000,2020-05-17 15:05:12,Pilsner,Kegs,Koramangala,15,17.677242075299343,4.608623570223292,1.055500623993423,5.5434086687329245,40,19,1:0.37:0.25,3526,10444.334322888408,7.49997333078778,70.5003293298454,3.8850320040138837,2.2842276766712195,3.560913273506106
5244633,2020-05-17 20:34:24,Stout,Bottles,Malleswaram,16,20.366326949648617,4.593080400006321,1.056276934869929,4.721430492765747,34,8,1:0.37:0.26,4576,10713.716567988573,9.12719764341088,74.06091806701303,4.15268690227771,4.098436900854619,3.863053305075439
5654690,2020-05-17 22:10:54,Ale,Kegs,Indiranagar,15,17.52223706259363,4.560091536574053,1.0782519224122356,4.735182344099936,53,13,1:0.41:0.22,4063,12035.481641185792,7.286366169238721,87.63690270455152,2.100839283220427,4.43513742625855,2.637464948804246
2411070,2020-05-18 02:33:25,Stout,Cans,Whitefield,12,18.472532853475293,5.028554060262332,1.072664054117685,4.751173563648407,33,10,1:0.39:0.17,4712,8202.878219042723,6.849707669626655,83.21244451085222,2.5382062681532354,3.8460682365418575,3.1675302796237834
8251514,2020-05-18 05:46:32,Sour,Bottles,Marathahalli,10,20.502561706515646,4.647778774581024,1.0502061150616586,5.4247813017027875,27,17,1:0.36:0.12,3353,14165.835291175705,6.801392589670747,82.81124716756078,2.008712889101766,4.083212903966558,3.9536103067112247
5587893,2020-05-18 11:32:30,Sour,Pints,HSR Layout,13,22.77826812537908,4.711923911733466,1.0625297278578476,5.02528145565033,34,11,1:0.32:0.13,2827,17349.86386966023,7.356611431425725,77.59688953288651,4.652258664503277,1.764415761869171,4.599939784483208
1367988,2020-05-18 14:59:20,Lager,Bottles,Marathahalli,18,15.569514687650909,5.114159491881148,1.0534880605077914,5.32121037863009,55,5,1:0.29:0.30,1056,16736.188258942075,9.498506097229429,74.34408816134032,4.222695006123439,1.87144612771091,1.3682513090853914
54189,2020-05-18 20:55:50,Stout,Kegs,Rajajinagar,16,15.532349012978372,5.202829276277776,1.0304564996795083,5.970741079543096,35,8,1:0.28:0.15,4257,5872.539499930346,9.2672669456114,77.44165015897384,1.9115663195983168,4.805828108132916,2.410439206810051
5175223,2020-05-18 20:57:34,Porter,Kegs,Indiranagar,14,23.7226115176799,4.7274394087815255,1.0782432583071124,5.352481255334804,33,17,1:0.48:0.28,4366,3441.730578962057,6.413155560505684,86.75054010307868,3.918877701916489,4.8186176343866745,4.891521513103337
7844679,2020-05-19 00:17:59,Porter,Pints,Jayanagar,13,17.030984960401575,4.557934467905176,1.057255179678712,5.636099195082428,57,11,1:0.29:0.16,1308,2127.4916393090325,6.671655797906933,79.47215334297127,4.1342598530915495,4.661151819494451,2.1179137273660227
5280041,2020-05-19 03:42:50,Ale,Kegs,Yelahanka,11,20.880132898594525,4.975303845960864,1.065879203055172,5.027778250136692,29,19,1:0.40:0.26,1587,15126.597639830197,6.942739918746678,86.3148221901065,1.1308491131343041,2.3932040835724098,3.206498202008527
8095902,2020-05-19 07:06:08,Stout,Cans,HSR Layout,14,22.874739983098642,5.143930628626064,1.0636985667959873,4.593188747735083,45,7,1:0.47:0.16,1396,11982.150465244511,9.564085979857676,76.10332010631522,2.7632880295609312,4.938346292259345,3.7828267916160043
3673070,2020-05-19 08:14:46,Ale,Pints,Yelahanka,15,21.175912252989917,4.869499452001305,1.078589035244967,5.6678577210518934,45,14,1:0.46:0.18,4927,18510.27450982909,9.073252126737108,71.82073913933438,4.78372045191045,3.2831770645967073,1.3591855988431307
7290433,2020-05-19 09:47:10,Stout,Cans,Electronic City,16,18.36948545851287,5.039607493930588,1.0569784098948227,4.863880959872413,38,7,1:0.27:0.25,2317,14996.950588507312,6.016107771067252,76.04089918586466,3.402614398421551,2.0044510589230353,3.798298202377761
2002978,2020-05-19 18:10:14,Lager,Kegs,Yelahanka,16,22.69115775590302,5.4000139860070915,1.0571693516105336,5.909290045857073,49,11,1:0.43:0.17,2124,9874.905221530109,6.127949456769429,75.51607625535057,1.3203411364050646,1.1206773370148464,2.6745093095987724
612055,2020-05-19 18:53:10,Porter,Cans,Koramangala,14,23.08335244697672,5.192950080871961,1.0745192862654447,4.743122734642684,40,7,1:0.33:0.12,3928,17073.764407926927,8.380837063047824,81.30192285892902,1.6296914057090581,4.7028989096400196,4.4348821331921044
2158136,2020-05-19 19:27:56,Wheat Beer,Cans,Rajajinagar,17,19.44702027914274,5.4354467495977055,1.0343734771521944,5.91664737546428,42,15,1:0.43:0.17,1428,18470.239909324704,9.508793418391104,76.72423016103708,4.594638120801608,2.767408584749767,4.703263825367657
266473,2020-05-19 21:55:47,Wheat Beer,Bottles,Electronic City,13,17.929041960793466,4.720989494808398,1.0605746004914103,5.188145183724883,46,19,1:0.24:0.18,1167,4274.69623828845,6.672426750845274,81.84962945391425,4.966316178466453,2.419689387731417,4.171722309883575
8884106,2020-05-19 23:36:56,Sour,Kegs,Whitefield,10,20.823139368466865,4.64530290797031,1.078583123330295,5.118661286384391,45,8,1:0.26:0.23,2289,19632.080894832216,8.54585785752293,83.4988561647042,2.326393971190346,2.589999369608126,3.117596381341947
671994,2020-05-20 04:42:58,Stout,Bottles,Electronic City,15,22.497867864383185,4.7959553377719795,1.0522783662442199,5.97318104285936,39,19,1:0.25:0.30,1000,15127.519678000797,7.004060119179547,76.49898029563164,1.6597570031175977,4.577046641985435,2.396034840772677
8151512,2020-05-20 06:51:14,Stout,Pints,Jayanagar,16,21.849185973872753,4.742860292774758,1.037962551415903,4.545794718550141,26,18,1:0.21:0.11,1965,5843.677915833848,7.694054657573693,82.87885120889953,2.765044570533132,1.7713975610678818,1.4942037061831779
8518053,2020-05-20 12:05:25,Pilsner,Pints,Malleswaram,15,23.266573126762992,4.798944382283544,1.0349670455377946,4.954091906283839,56,9,1:0.25:0.19,518,17218.20799053682,9.258819536320786,88.84677847413556,4.060714865716619,1.4394452495887786,3.0528164213250544
5702370,2020-05-20 18:01:15,Pilsner,Pints,Malleswaram,16,17.63932161378925,4.8224597826274085,1.048775709455731,4.615838356285253,53,14,1:0.22:0.28,2969,3019.535219749137,7.056017132747721,89.77791491209065,2.933396072929107,4.65136938306849,3.514445804318714
29153,2020-05-20 19:32:42,Lager,Kegs,Whitefield,14,19.47576585477247,5.124134813536305,1.074230045117108,5.441254643831064,23,13,1:0.36:0.25,3189,8304.963303122238,8.109621840157278,72.54927691821,1.7159538428255008,2.676720535062116,4.458581234545209
5430954,2020-05-20 22:18:38,IPA,Cans,Malleswaram,17,23.157102944461066,5.170810628183677,1.0781937493376688,5.581227800976869,59,12,1:0.46:0.10,2666,10620.047850307163,8.60037074214902,76.82510469795702,2.0152900678679093,4.7991454047866995,2.24157263512388
9174942,2020-05-20 23:29:47,Lager,Kegs,Koramangala,14,17.030449849310987,5.069584526192605,1.0771709685463111,4.5895657522693725,45,5,1:0.23:0.17,1263,17363.186847764966,8.056649830037838,74.2662534067412,4.056502313265847,4.478076544922449,3.7219927145287386
7831030,2020-05-21 01:07:23,Porter,Bottles,Rajajinagar,14,23.897617609137704,5.242266733541827,1.0641950904000221,5.78767660894857,26,16,1:0.44:0.22,1567,16247.134824504996,8.81986970395861,87.88967923791755,4.764251539747999,4.087258494228777,3.7645333299793515
8944200,2020-05-21 07:08:39,IPA,Bottles,Indiranagar,17,23.801174368842283,4.971544168514995,1.0373609073842038,5.923702705918506,56,7,1:0.25:0.16,4250,4497.640535422777,7.218230779871891,83.92820707193154,3.086739884988233,2.367710130949391,2.898962975098962
7260727,2020-05-21 08:18:46,Ale,Cans,Whitefield,13,20.90189109038944,5.135724072526876,1.0589065328734386,5.709418653689972,27,12,1:0.34:0.11,1309,17903.80497717963,6.862003355280739,89.40712209679877,4.587015614954379,4.378475191404855,3.9688505089182664
4057332,2020-05-21 10:38:37,Wheat Beer,Pints,Jayanagar,18,15.990480687589075,5.3679915981983095,1.030933484711318,5.227937340501473,46,18,1:0.44:0.19,2385,9486.667262171855,7.074751148257718,79.93718028885695,4.345760607465079,1.395941958517462,4.571249298651242
5256880,2020-05-21 11:41:36,Ale,Kegs,Marathahalli,15,20.731507414841914,5.39505191242808,1.0580545750514732,5.962660239358927,28,14,1:0.26:0.11,3280,16592.05260252697,9.978972636310043,76.17774303127,3.4679907845680744,2.957752591487975,3.4724481219817376
1187106,2020-05-21 15:42:29,Stout,Bottles,Yelahanka,19,21.35223824571737,5.338411796332004,1.071167998322338,5.267163192486739,48,13,1:0.45:0.21,2593,5943.573673063133,7.24656038897089,85.74490542083022,3.1947870646512913,1.3493290416860155,3.6246292615867426
6882770,2020-05-21 19:23:24,Sour,Kegs,Rajajinagar,14,15.07001830767479,5.065646034501711,1.0447437942785238,5.659990467466907,42,6,1:0.42:0.30,3186,14940.89350674143,8.831521949391977,85.79493635131305,1.1183193126515638,2.633940825009402,2.238827152473999
2425904,2020-05-21 19:52:49,Ale,Pints,Whitefield,11,19.968022008078457,5.174551698534934,1.0661998376143624,4.748596506309752,30,5,1:0.30:0.27,856,6785.494377831162,6.893020451243883,79.4133569052452,2.3384415028686507,2.142726513465091,4.00578542812937
8592522,2020-05-22 05:19:10,Stout,Bottles,Marathahalli,19,17.462564734142752,5.312303021342507,1.0402426412701165,4.978432192241644,49,18,1:0.34:0.23,1812,14925.03513501612,7.3911127922906905,73.39138904645644,1.0948371326548174,2.0391199774165574,1.7182181344380343
9495169,2020-05-22 15:28:23,IPA,Cans,Jayanagar,17,21.28448198911213,4.886822591967016,1.0686763777109853,4.9543639839336935,44,6,1:0.47:0.11,3552,1874.1049313406954,7.575913669925493,85.04383367315125,1.9738029609246155,3.606764576868237,2.079919674667996
